0.00;1.8
0.25;2
0.50;2
0.75;2.4
1.00;1.8
1.25;1.9
1.50;1.6
1.75;1.3
2.00;1.7
2.25;1.4
2.50;1.5
2.75;1.6
3.00;1.2
3.25;1.6
3.50;1.3
3.75;1.5
4.00;1.8
4.25;1.9
4.50;1.8
4.75;2.2
5.00;1.6
5.25;1.5
5.50;1.2
5.75;1.5
6.00;1.4
6.25;1.3
6.50;1.5
6.75;0.8
7.00;1.5
7.25;1.2
7.50;0.9
7.75;1.7
8.00;1.5
8.25;1.8
8.50;1.9
8.75;1.7
9.00;1.6
9.25;1.5
9.50;1.3
9.75;1.3
10.00;1.4
10.25;1.5
10.50;1.2
10.75;1.2
11.00;1.1
11.25;1.2
11.50;1.5
11.75;1.2
12.00;1.4
12.25;1.8
12.50;1.6
12.75;1.9
13.00;1.2
13.25;1.7
13.50;1.4
13.75;1.3
14.00;1.4
14.25;1
14.50;1.2
14.75;1.2
15.00;1
15.25;1.2
15.50;0.8
15.75;1.4
16.00;1.5
16.25;1.3
16.50;1.5
16.75;1.4
17.00;1.7
17.25;1.1
17.50;0.7
17.75;1.8
18.00;0.7
18.25;1.1
18.50;1
18.75;0.7
19.00;0.8
19.25;1
19.50;0.8
19.75;1.3
20.00;1.2
20.25;1.7
20.50;1.5
20.75;1.5
21.00;1.3
21.25;0.9
21.50;1.1
21.75;1.2
22.00;1
22.25;1
22.50;1
22.75;1.1
23.00;0.6
23.25;1
23.50;1.3
23.75;1
24.00;1.5
24.25;1.7
24.50;1.3
24.75;1.8
25.00;1.6
25.25;1
25.50;1
25.75;1.1
26.00;1.1
26.25;0.8
26.50;1.2
26.75;0.4
27.00;0.7
27.25;0.9
27.50;0.6
27.75;1.2
28.00;0.9
28.25;1.6
28.50;1.4
28.75;1.3
29.00;1.8
29.25;1.1
29.50;1.3
29.75;1.2
30.00;0.5
30.25;1.1
30.50;0.4
30.75;0.6
31.00;0.7
31.25;0.7
31.50;1.1
31.75;0.6
32.00;1.3
32.25;1.3
32.50;1.2
32.75;1.4
33.00;1.3
33.25;0.8
33.50;1.3
33.75;1.2
34.00;1
34.25;0.5
34.50;1
34.75;0.5
35.00;0.3
35.25;0.6
35.50;0.4
35.75;1
36.00;1.1
36.25;0.6
36.50;1.4
36.75;1.2
37.00;1.7
37.25;1.1
37.50;1.2
37.75;0.9
38.00;0.6
38.25;0.8
38.50;0.4
38.75;0.6
39.00;0.6
39.25;0.3
39.50;0.6
39.75;1
40.00;0.6
40.25;0.9
40.50;0.7
40.75;1.4
41.00;1.3
41.25;0.6
41.50;1.2
41.75;1.1
42.00;0.5
42.25;0.7
42.50;0.5
42.75;0.8
43.00;0.5
43.25;0.7
43.50;0.5
43.75;0.4
44.00;1
44.25;0.9
44.50;1.2
44.75;1.4
45.00;1.3
45.25;1.1
45.50;1
45.75;0.7
46.00;0.7
46.25;0.7
46.50;0.7
46.75;0.5
47.00;0.6
47.25;0.6
47.50;0.7
47.75;0.8
48.00;0.6
48.25;1.2
48.50;1.3
48.75;1.2
49.00;1.4
49.25;0.8
49.50;1
49.75;0.6
50.00;0.5
50.25;0.8
50.50;0.6
50.75;0.3
51.00;0.9
51.25;0.7
51.50;0.5
51.75;0.4
52.00;0.5
52.25;1.1
52.50;0.8
52.75;1.1
53.00;1.2
53.25;1.3
53.50;1.3
53.75;0.8
54.00;1.1
54.25;0.5
54.50;0.6
54.75;0.4
55.00;0.6
55.25;0.6
55.50;0.6
55.75;0.5
56.00;0.9
56.25;0.5
56.50;0.6
56.75;0.9
57.00;0.9
57.25;1.2
57.50;0.7
57.75;0.7
58.00;0.7
58.25;0.6
58.50;0.6
58.75;0.2
59.00;0.4
59.25;0
59.50;0.8
59.75;0.5
60.00;0.7
60.25;0.7
60.50;1
60.75;1.1
61.00;1.4
61.25;1.1
61.50;0.7
61.75;0.5
62.00;0.9
62.25;0.5
62.50;0.6
62.75;0.3
63.00;0.1
63.25;0
63.50;0.6
63.75;0.2
64.00;0.7
64.25;0.6
64.50;1.1
64.75;1.1
65.00;0.9
65.25;1
65.50;0.4
65.75;0.7
66.00;0.4
66.25;0.2
66.50;0.6
66.75;0.3
67.00;0.2
67.25;0.4
67.50;0.2
67.75;0.4
68.00;0.4
68.25;0.9
68.50;1.1
68.75;0.7
69.00;1
69.25;0.6
69.50;0.7
69.75;0.6
70.00;0.4
70.25;0.5
70.50;0.3
70.75;0.4
71.00;0
71.25;0
71.50;0.2
71.75;0.4
72.00;0.8
72.25;0.5
72.50;1
72.75;1
73.00;0.8
73.25;1.1
73.50;0.6
73.75;0.1
74.00;0.8
74.25;0.6
74.50;0.4
74.75;0.4
75.00;-0.2
75.25;0.6
75.50;0.3
75.75;0.4
76.00;0.1
76.25;0.4
76.50;0.8
76.75;1.1
77.00;0.8
77.25;0.9
77.50;0.5
77.75;0.6
78.00;0.7
78.25;0.2
78.50;0.1
78.75;0.2
79.00;0.4
79.25;-0.1
79.50;-0.1
79.75;0.3
80.00;0.2
80.25;0.7
80.50;0.7
80.75;0.7
81.00;0.9
81.25;0.5
81.50;0.4
81.75;0.3
82.00;0.7
82.25;0.8
82.50;0.5
82.75;0.1
83.00;-0.2
83.25;0.5
83.50;0.2
83.75;0.2
84.00;0.4
84.25;0.5
84.50;0.9
84.75;0.8
85.00;0.9
85.25;1
85.50;0.6
85.75;0.6
86.00;0.2
86.25;0.3
86.50;0.7
86.75;0.1
87.00;0.5
87.25;0.4
87.50;0.3
87.75;0.6
88.00;-0.1
88.25;0.5
88.50;0.5
88.75;0.4
89.00;1.3
89.25;1
89.50;0.3
89.75;0.1
90.00;0.2
90.25;0.5
90.50;0.4
90.75;0.3
91.00;-0.1
91.25;-0.1
91.50;0.4
91.75;-0.1
92.00;0.7
92.25;0.7
92.50;0.6
92.75;0.5
93.00;0.9
93.25;0.7
93.50;0.5
93.75;0.4
94.00;0.5
94.25;-0.1
94.50;0.5
94.75;0.1
95.00;0.1
95.25;0.3
95.50;0.2
95.75;0.4
96.00;0.1
96.25;0.5
96.50;0.7
96.75;0.6
97.00;0.8
97.25;0.8
97.50;0.5
97.75;0.7
98.00;0.4
98.25;0.3
98.50;0.5
98.75;0
99.00;0.7
99.25;-0.1
99.50;0.4
99.75;0.2
100.00;0.1
100.25;0.5
100.50;0.6
100.75;0.5
101.00;0.7
101.25;0.7
101.50;0.6
101.75;0.4
102.00;0.5
102.25;0.1
102.50;0
102.75;0.6
103.00;0.1
103.25;-0.2
103.50;0.3
103.75;-0.2
104.00;0.3
104.25;0.1
104.50;0.6
104.75;0.8
105.00;0.5
105.25;1.1
105.50;0.7
105.75;0.7
106.00;0.4
106.25;0.4
106.50;0.6
106.75;0.4
107.00;0.4
107.25;-0.1
107.50;0.1
107.75;-0.3
108.00;-0.3
108.25;0.3
108.50;0.4
108.75;0.6
109.00;0.6
109.25;0.9
109.50;0.5
109.75;0.4
110.00;0
110.25;0.4
110.50;0.3
110.75;0.2
111.00;0.3
111.25;-0.5
111.50;0.1
111.75;-0.2
112.00;0
112.25;0.3
112.50;0.5
112.75;0.4
113.00;0.5
113.25;0.7
113.50;0.6
113.75;0.2
114.00;0.4
114.25;0.3
114.50;0.4
114.75;0.3
115.00;0
115.25;0.3
115.50;0.1
115.75;0
116.00;0.2
116.25;0
116.50;0.5
116.75;0.3
117.00;0.7
117.25;0.9
117.50;0.1
117.75;0.2
118.00;-0.2
118.25;0.4
118.50;0.4
118.75;0
119.00;0.2
119.25;-0.5
119.50;-0.2
119.75;0.5
120.00;-0.4
120.25;0.1
120.50;0.2
120.75;0.5
121.00;0.6
121.25;0.6
121.50;0.6
121.75;0.1
122.00;0.3
122.25;0.1
122.50;0.1
122.75;0.5
123.00;-0.1
123.25;0
123.50;0
123.75;-0.1
124.00;0
124.25;0
124.50;0.3
124.75;0.3
125.00;0.4
125.25;0.5
125.50;0.7
125.75;0.3
126.00;0.4
126.25;0.2
126.50;0.5
126.75;0
127.00;-0.1
127.25;0
127.50;-0.2
127.75;0.3
128.00;-0.1
128.25;0.3
128.50;0.5
128.75;0.2
129.00;0.8
129.25;1
129.50;0.7
129.75;0.4
130.00;0.1
130.25;0.5
130.50;0.1
130.75;0
131.00;-0.1
131.25;-0.1
131.50;0
131.75;0.1
132.00;-0.2
132.25;0.1
132.50;0.6
132.75;0.5
133.00;0.6
133.25;0.7
133.50;0.7
133.75;-0.1
134.00;0.2
134.25;0
134.50;0.2
134.75;0.2
135.00;0.1
135.25;0.1
135.50;-0.2
135.75;0.1
136.00;0
136.25;0.5
136.50;0.7
136.75;0.4
137.00;0.6
137.25;0.8
137.50;0.6
137.75;0.4
138.00;0.1
138.25;0.2
138.50;0.1
138.75;-0.2
139.00;0
139.25;-0.1
139.50;-0.3
139.75;0.2
140.00;-0.1
140.25;0.1
140.50;0.4
140.75;0.2
141.00;0.7
141.25;0.4
141.50;0.8
141.75;0
142.00;0.5
142.25;-0.1
142.50;0.2
142.75;0.3
143.00;-0.3
143.25;0.1
143.50;-0.1
143.75;-0.3
144.00;0
144.25;0
144.50;0.6
144.75;0.3
145.00;0.3
145.25;0.8
145.50;0.3
145.75;-0.1
146.00;0.4
146.25;0
146.50;0.1
146.75;-0.1
147.00;0.1
147.25;-0.1
147.50;-0.3
147.75;-0.2
148.00;-0.1
148.25;0.2
148.50;0
148.75;0.5
149.00;0.2
149.25;0.5
149.50;0.6
149.75;0.2
150.00;0.5
150.25;-0.1
150.50;-0.4
150.75;0.3
151.00;-0.4
151.25;0.1
151.50;-0.2
151.75;0
152.00;0.2
152.25;0.1
152.50;0.1
152.75;0.7
153.00;0.4
153.25;0.5
153.50;0.6
153.75;0.1
154.00;0.5
154.25;0.2
154.50;0.2
154.75;0.1
155.00;-0.3
155.25;-0.2
155.50;0.1
155.75;-0.1
156.00;-0.2
156.25;-0.1
156.50;0.4
156.75;0.3
157.00;0.5
157.25;0.5
157.50;0.4
157.75;0.3
158.00;0.2
158.25;0.3
158.50;0.4
158.75;0
159.00;0.1
159.25;0
159.50;-0.2
159.75;0
